統計年月,區域別,姓氏,性別,人口數
10706,新北市瑞芳區,鄭,女,346
10706,新北市瑞芳區,游,男,306
10706,新北市瑞芳區,游,女,283
10706,新北市瑞芳區,郭,男,283
10706,新北市瑞芳區,郭,女,295
10706,新北市土城區,陳,男,12765
10706,新北市土城區,陳,女,13248
10706,新北市土城區,林,男,10388
10706,新北市土城區,林,女,10642
10706,新北市土城區,黃,男,6988
10706,新北市土城區,黃,女,6904
10706,新北市土城區,張,男,6218
10706,新北市土城區,張,女,6367
10706,新北市土城區,李,男,5811
10706,新北市土城區,李,女,6084
10706,新北市土城區,吳,男,4812
10706,新北市土城區,吳,女,4927
10706,新北市土城區,王,男,4801
10706,新北市土城區,王,女,4934
10706,新北市土城區,劉,男,3865
10706,新北市土城區,劉,女,3899
10706,新北市土城區,蔡,男,2913
10706,新北市土城區,蔡,女,3156
10706,新北市土城區,楊,男,2724
10706,新北市土城區,楊,女,2855
10706,新北市土城區,許,男,2453
10706,新北市土城區,許,女,2519
10706,新北市土城區,鄭,男,2245
10706,新北市土城區,鄭,女,2261
10706,新北市土城區,廖,男,2254
10706,新北市土城區,廖,女,2174
10706,新北市土城區,謝,男,1868
10706,新北市土城區,謝,女,1899
10706,新北市土城區,邱,男,1716
10706,新北市土城區,邱,女,1750
10706,新北市土城區,洪,男,1731
10706,新北市土城區,洪,女,1724
10706,新北市土城區,呂,男,1645
10706,新北市土城區,呂,女,1576
10706,新北市土城區,江,男,1646
10706,新北市土城區,江,女,1489
10706,新北市土城區,周,男,1550
10706,新北市土城區,周,女,1568
10706,新北市土城區,曾,男,1488
10706,新北市土城區,曾,女,1527
10706,新北市蘆洲區,陳,男,12754
10706,新北市蘆洲區,陳,女,13069
10706,新北市蘆洲區,李,男,10175
10706,新北市蘆洲區,李,女,9628
10706,新北市蘆洲區,林,男,8890
10706,新北市蘆洲區,林,女,9177
10706,新北市蘆洲區,張,男,5483
10706,新北市蘆洲區,張,女,5521
10706,新北市蘆洲區,黃,男,5354
10706,新北市蘆洲區,黃,女,5637
10706,新北市蘆洲區,吳,男,4574
10706,新北市蘆洲區,吳,女,4727
10706,新北市蘆洲區,王,男,3769
10706,新北市蘆洲區,王,女,3986
10706,新北市蘆洲區,蔡,男,3376
10706,新北市蘆洲區,蔡,女,3415
10706,新北市蘆洲區,楊,男,2718
10706,新北市蘆洲區,楊,女,2918
10706,新北市蘆洲區,許,男,2434
10706,新北市蘆洲區,許,女,2551
10706,新北市蘆洲區,劉,男,2193
10706,新北市蘆洲區,劉,女,2322
10706,新北市蘆洲區,鄭,男,2051
10706,新北市蘆洲區,鄭,女,1993
10706,新北市蘆洲區,郭,男,1602
10706,新北市蘆洲區,郭,女,1618
10706,新北市蘆洲區,謝,男,1461
10706,新北市蘆洲區,謝,女,1540
10706,新北市蘆洲區,葉,男,1344
10706,新北市蘆洲區,葉,女,1405
10706,新北市蘆洲區,廖,男,1265
10706,新北市蘆洲區,廖,女,1356
10706,新北市蘆洲區,洪,男,1311
10706,新北市蘆洲區,洪,女,1307
10706,新北市蘆洲區,周,男,1293
10706,新北市蘆洲區,周,女,1271
10706,新北市蘆洲區,曾,男,1015
10706,新北市蘆洲區,曾,女,1162
10706,新北市蘆洲區,邱,男,997
10706,新北市蘆洲區,邱,女,1136
10706,新北市五股區,陳,男,7262
10706,新北市五股區,陳,女,6518
10706,新北市五股區,林,男,4128
10706,新北市五股區,林,女,3768
10706,新北市五股區,李,男,2547
10706,新北市五股區,李,女,2550
10706,新北市五股區,張,男,2433
10706,新北市五股區,張,女,2343
10706,新北市五股區,黃,男,2126
10706,新北市五股區,黃,女,2173
10706,新北市五股區,吳,男,1783
10706,新北市五股區,吳,女,1743
10706,新北市五股區,王,男,1664
10706,新北市五股區,王,女,1724
10706,新北市五股區,蔡,男,1318
10706,新北市五股區,蔡,女,1303
10706,新北市五股區,楊,男,1240
10706,新北市五股區,楊,女,1164
10706,新北市五股區,許,男,1158
10706,新北市五股區,許,女,1108
10706,新北市五股區,劉,男,925
10706,新北市五股區,劉,女,1028
10706,新北市五股區,鄭,男,806
10706,新北市五股區,鄭,女,764
10706,新北市五股區,謝,男,672
10706,新北市五股區,謝,女,628
10706,新北市五股區,郭,男,623
10706,新北市五股區,郭,女,609
10706,新北市五股區,葉,男,560
10706,新北市五股區,葉,女,615
10706,新北市五股區,周,男,536
10706,新北市五股區,周,女,552
10706,新北市五股區,洪,男,524
10706,新北市五股區,洪,女,522
10706,新北市五股區,曾,男,472
10706,新北市五股區,曾,女,503
10706,新北市五股區,廖,男,449
10706,新北市五股區,廖,女,514
10706,新北市五股區,徐,男,478
10706,新北市五股區,徐,女,451
10706,新北市泰山區,陳,男,4392
10706,新北市泰山區,陳,女,4610
10706,新北市泰山區,林,男,3387
10706,新北市泰山區,林,女,3473
10706,新北市泰山區,李,男,2945
10706,新北市泰山區,李,女,2777
10706,新北市泰山區,黃,男,2420
10706,新北市泰山區,黃,女,2443
10706,新北市泰山區,張,男,1928
10706,新北市泰山區,張,女,1984
10706,新北市泰山區,吳,男,1773
10706,新北市泰山區,吳,女,1724
10706,新北市泰山區,王,男,1562
10706,新北市泰山區,王,女,1642
10706,新北市泰山區,蔡,男,1351
10706,新北市泰山區,蔡,女,1391
10706,新北市泰山區,劉,男,1038
10706,新北市泰山區,劉,女,991
10706,新北市泰山區,許,男,948
10706,新北市泰山區,許,女,974
10706,新北市泰山區,楊,男,910
10706,新北市泰山區,楊,女,891
10706,新北市泰山區,鄭,男,649
10706,新北市泰山區,鄭,女,674
10706,新北市泰山區,徐,男,554
10706,新北市泰山區,徐,女,600
10706,新北市泰山區,謝,男,544
10706,新北市泰山區,謝,女,601
10706,新北市泰山區,廖,男,550
10706,新北市泰山區,廖,女,587
10706,新北市泰山區,曾,男,548
10706,新北市泰山區,曾,女,579
10706,新北市泰山區,郭,男,567
10706,新北市泰山區,郭,女,535
10706,新北市泰山區,周,男,518
10706,新北市泰山區,周,女,522
10706,新北市泰山區,邱,男,487
10706,新北市泰山區,邱,女,507
10706,新北市泰山區,賴,男,475
10706,新北市泰山區,賴,女,487
10706,新北市林口區,陳,男,6782
10706,新北市林口區,陳,女,6655
10706,新北市林口區,林,男,4287
10706,新北市林口區,林,女,4511
10706,新北市林口區,黃,男,3600
10706,新北市林口區,黃,女,3624
10706,新北市林口區,李,男,2819
10706,新北市林口區,李,女,2948
10706,新北市林口區,張,男,2790
10706,新北市林口區,張,女,2918
10706,新北市林口區,王,男,2364
10706,新北市林口區,王,女,2524
10706,新北市林口區,吳,男,1920
10706,新北市林口區,吳,女,2055
10706,新北市林口區,蔡,男,1705
10706,新北市林口區,蔡,女,1858
10706,新北市林口區,劉,男,1431
10706,新北市林口區,劉,女,1556
10706,新北市林口區,許,男,1391
10706,新北市林口區,許,女,1358
10706,新北市林口區,楊,男,1190
10706,新北市林口區,楊,女,1276
10706,新北市林口區,周,男,1202
10706,新北市林口區,周,女,1106
10706,新北市林口區,謝,男,1144
10706,新北市林口區,謝,女,1115
10706,新北市林口區,鄭,男,784
10706,新北市林口區,鄭,女,925
10706,新北市林口區,洪,男,851
10706,新北市林口區,洪,女,837
10706,新北市林口區,蘇,男,767
10706,新北市林口區,蘇,女,765
10706,新北市林口區,曾,男,708
10706,新北市林口區,曾,女,794
10706,新北市林口區,郭,男,652
10706,新北市林口區,郭,女,753
10706,新北市林口區,徐,男,646
10706,新北市林口區,徐,女,691
10706,新北市林口區,賴,男,636
10706,新北市林口區,賴,女,650
10706,新北市深坑區,陳,男,1380
10706,新北市深坑區,陳,女,1397
10706,新北市深坑區,林,男,1118
10706,新北市深坑區,林,女,1070
10706,新北市深坑區,黃,男,913
10706,新北市深坑區,黃,女,839
10706,新北市深坑區,高,男,827
10706,新北市深坑區,高,女,626
10706,新北市深坑區,王,男,581
10706,新北市深坑區,王,女,596
10706,新北市深坑區,張,男,547
10706,新北市深坑區,張,女,584
10706,新北市深坑區,李,男,538
10706,新北市深坑區,李,女,581
10706,新北市深坑區,劉,男,311
10706,新北市深坑區,劉,女,338
10706,新北市深坑區,鄭,男,314
10706,新北市深坑區,鄭,女,307
10706,新北市深坑區,吳,男,283
10706,新北市深坑區,吳,女,326
10706,新北市深坑區,楊,男,315
10706,新北市深坑區,楊,女,283
10706,新北市深坑區,許,男,297
10706,新北市深坑區,許,女,294
10706,新北市深坑區,謝,男,313
10706,新北市深坑區,謝,女,269
10706,新北市深坑區,周,男,232
10706,新北市深坑區,周,女,212
10706,新北市深坑區,蔡,男,201
10706,新北市深坑區,蔡,女,212
10706,新北市深坑區,郭,男,154
10706,新北市深坑區,郭,女,149
10706,新北市深坑區,廖,男,131
10706,新北市深坑區,廖,女,160
10706,新北市深坑區,潘,男,140
10706,新北市深坑區,潘,女,137
10706,新北市深坑區,蘇,男,121
10706,新北市深坑區,蘇,女,137
10706,新北市深坑區,葉,男,108
10706,新北市深坑區,葉,女,110
10706,新北市石碇區,陳,男,756
10706,新北市石碇區,陳,女,547
10706,新北市石碇區,林,男,458
10706,新北市石碇區,林,女,367
10706,新北市石碇區,高,男,343
10706,新北市石碇區,高,女,237
10706,新北市石碇區,黃,男,310
10706,新北市石碇區,黃,女,229
10706,新北市石碇區,王,男,250
10706,新北市石碇區,王,女,184
10706,新北市石碇區,張,男,229
10706,新北市石碇區,張,女,180
10706,新北市石碇區,許,男,202
10706,新北市石碇區,許,女,115
10706,新北市石碇區,周,男,157
10706,新北市石碇區,周,女,124
10706,新北市石碇區,李,男,134
10706,新北市石碇區,李,女,141
10706,新北市石碇區,葉,男,102
10706,新北市石碇區,葉,女,74
10706,新北市石碇區,謝,男,92
10706,新北市石碇區,謝,女,55
10706,新北市石碇區,吳,男,73
10706,新北市石碇區,吳,女,64
10706,新北市石碇區,魏,男,70
10706,新北市石碇區,魏,女,48
10706,新北市石碇區,楊,男,51
10706,新北市石碇區,楊,女,62
10706,新北市石碇區,廖,男,65
10706,新北市石碇區,廖,女,47
10706,新北市石碇區,蔡,男,47
10706,新北市石碇區,蔡,女,63
10706,新北市石碇區,蘇,男,58
10706,新北市石碇區,蘇,女,48
